Order ID,Order Date,CustomerName,State,City,Month,Year,Month Number
B-25954,14-01-2019,Trupti,Gujarat,Ahmedabad,Jan,2019,1
B-25955,16-01-2019,Soumya,Maharashtra,Pune,Jan,2019,1
B-25956,17-01-2019,Shreya,Maharashtra,Mumbai,Jan,2019,1
B-25957,18-01-2019,Mahima,Madhya Pradesh,Indore,Jan,2019,1
B-25958,18-01-2019,Aparajita,West Bengal,Kolkata,Jan,2019,1
B-25959,18-01-2019,Muskan,Madhya Pradesh,Indore,Jan,2019,1
B-25960,18-01-2019,Shreya,Andhra Pradesh,Hyderabad,Jan,2019,1
B-25961,18-01-2019,Surbhi,Gujarat,Ahmedabad,Jan,2019,1
B-25962,19-01-2019,Tejeswini,Maharashtra,Pune,Jan,2019,1
B-25963,19-01-2019,Pratiksha,Maharashtra,Mumbai,Jan,2019,1
B-25964,20-01-2019,Oshin,Madhya Pradesh,Indore,Jan,2019,1
B-25965,21-01-2019,Saloni,West Bengal,Kolkata,Jan,2019,1
B-25966,21-01-2019,Soumya,Rajasthan,Udaipur,Jan,2019,1
B-25967,21-01-2019,Komal,Uttar Pradesh,Allahabad,Jan,2019,1
B-25968,21-01-2019,Paromita,Punjab,Amritsar,Jan,2019,1
B-25969,21-01-2019,Shreyshi,Gujarat,Surat,Jan,2019,1
B-25970,22-01-2019,Rhea,Maharashtra,Mumbai,Jan,2019,1
B-25971,22-01-2019,Mitali,Madhya Pradesh,Indore,Jan,2019,1
B-25972,23-01-2019,Jesslyn,Rajasthan,Udaipur,Jan,2019,1
B-25973,24-01-2019,Seema,Uttar Pradesh,Allahabad,Jan,2019,1
B-25974,25-01-2019,Manisha,Rajasthan,Udaipur,Jan,2019,1
B-25975,25-01-2019,Priyanka,Uttar Pradesh,Allahabad,Jan,2019,1
B-25976,25-01-2019,Piyam,Punjab,Amritsar,Jan,2019,1
B-25977,27-01-2019,Aayushi,Gujarat,Surat,Jan,2019,1
B-25978,27-01-2019,Parin,Maharashtra,Mumbai,Jan,2019,1
B-25979,27-01-2019,Shivangi,Madhya Pradesh,Indore,Jan,2019,1
B-25980,27-01-2019,Shweta,Rajasthan,Udaipur,Jan,2019,1
B-25981,28-01-2019,Amruta,Delhi,Delhi,Jan,2019,1
B-25982,29-01-2019,Hemangi,Delhi,Delhi,Jan,2019,1
B-25983,30-01-2019,Atul,Delhi,Delhi,Jan,2019,1
B-25984,30-01-2019,Kajal,Delhi,Delhi,Jan,2019,1
B-25985,31-01-2019,Ginny,Madhya Pradesh,Indore,Jan,2019,1
B-25986,31-01-2019,Shweta,Rajasthan,Udaipur,Jan,2019,1
B-25987,31-01-2019,Manjiri,Delhi,Delhi,Jan,2019,1
B-25988,31-01-2019,Nirja,Delhi,Delhi,Jan,2019,1
B-25989,01-02-2019,Anjali,Delhi,Delhi,Feb,2019,2
B-25990,02-02-2019,Mugdha,Delhi,Delhi,Feb,2019,2
B-25991,03-02-2019,Mansi,Madhya Pradesh,Indore,Feb,2019,2
B-25992,03-02-2019,Gaurav,Rajasthan,Udaipur,Feb,2019,2
B-25993,03-02-2019,Harshal,Delhi,Delhi,Feb,2019,2
B-25994,03-02-2019,Omkar,Delhi,Delhi,Feb,2019,2
B-25995,04-02-2019,Yohann,Delhi,Delhi,Feb,2019,2
B-25996,04-02-2019,Prashant,Delhi,Delhi,Feb,2019,2
B-25997,04-02-2019,Yogesh,Madhya Pradesh,Indore,Feb,2019,2
B-25998,04-02-2019,Anmol,Rajasthan,Udaipur,Feb,2019,2
B-25999,05-02-2019,Diwakar,Delhi,Delhi,Feb,2019,2
B-26000,06-02-2019,Shubham,Delhi,Delhi,Feb,2019,2
B-26001,07-02-2019,Patil,Delhi,Delhi,Feb,2019,2
B-26002,08-02-2019,Harsh,Delhi,Delhi,Feb,2019,2
B-26003,08-02-2019,Hitesh,Madhya Pradesh,Bhopal,Feb,2019,2
B-26004,08-02-2019,Nandita,Rajasthan,Jaipur,Feb,2019,2
B-26005,08-02-2019,Parnavi,West Bengal,Kolkata,Feb,2019,2
B-26006,09-02-2019,Arpita,Karnataka,Bangalore,Feb,2019,2
B-26007,09-02-2019,Shubham,Jammu and Kashmir,Kashmir,Feb,2019,2
B-26008,09-02-2019,Kalyani,Tamil Nadu,Chennai,Feb,2019,2
B-26009,10-02-2019,Komal,Uttar Pradesh,Lucknow,Feb,2019,2
B-26010,11-02-2019,Kartikay,Bihar,Patna,Feb,2019,2
B-26011,12-02-2019,Bharat,Gujarat,Ahmedabad,Feb,2019,2
B-26012,13-02-2019,Pearl,Maharashtra,Pune,Feb,2019,2
B-26013,13-02-2019,Jahan,Madhya Pradesh,Bhopal,Feb,2019,2
B-26014,13-02-2019,Divsha,Rajasthan,Jaipur,Feb,2019,2
B-26015,14-02-2019,Kasheen,West Bengal,Kolkata,Feb,2019,2
B-26016,14-02-2019,Hazel,Karnataka,Bangalore,Feb,2019,2
B-26017,14-02-2019,Sonakshi,Jammu and Kashmir,Kashmir,Feb,2019,2
B-26018,14-02-2019,Aarushi,Tamil Nadu,Chennai,Feb,2019,2
B-26019,15-02-2019,Jitesh,Uttar Pradesh,Lucknow,Feb,2019,2
B-26020,16-02-2019,Yogesh,Bihar,Patna,Feb,2019,2
B-26021,17-02-2019,Anita,Kerala ,Thiruvananthapuram,Feb,2019,2
B-26022,18-02-2019,Shrichand,Punjab,Chandigarh,Feb,2019,2
B-26023,19-02-2019,Mukesh,Haryana,Chandigarh,Feb,2019,2
B-26024,19-02-2019,Vandana,Himachal Pradesh,Simla,Feb,2019,2
B-26025,19-02-2019,Bhavna,Sikkim,Gangtok,Feb,2019,2
B-26026,19-02-2019,Kanak,Goa,Goa,Feb,2019,2
B-26027,20-02-2019,Sagar,Nagaland,Kohima,Feb,2019,2
B-26028,20-02-2019,Manju,Andhra Pradesh,Hyderabad,Feb,2019,2
B-26029,20-02-2019,Ramesh,Gujarat,Ahmedabad,Feb,2019,2
B-26030,21-02-2019,Sarita,Maharashtra,Pune,Feb,2019,2
B-26031,22-02-2019,Deepak,Madhya Pradesh,Bhopal,Feb,2019,2
B-26032,22-02-2019,Monisha,Rajasthan,Jaipur,Feb,2019,2
B-26033,22-02-2019,Atharv,West Bengal,Kolkata,Feb,2019,2
B-26034,23-02-2019,Vini,Karnataka,Bangalore,Feb,2019,2
B-26035,23-02-2019,Pinky,Jammu and Kashmir,Kashmir,Feb,2019,2
B-26036,23-02-2019,Bhishm,Maharashtra,Mumbai,Feb,2019,2
B-26037,23-02-2019,Hitika,Madhya Pradesh,Indore,Feb,2019,2
B-26038,24-02-2019,Pooja,Bihar,Patna,Feb,2019,2
B-26039,25-02-2019,Hemant,Kerala ,Thiruvananthapuram,Feb,2019,2
B-26040,26-02-2019,Sahil,Punjab,Chandigarh,Feb,2019,2
B-26041,27-02-2019,Ritu,Haryana,Chandigarh,Feb,2019,2
B-26042,28-02-2019,Manish,Himachal Pradesh,Simla,Feb,2019,2
B-26043,01-03-2019,Amit,Sikkim,Gangtok,Mar,2019,3
B-26044,02-03-2019,Sanjay,Goa,Goa,Mar,2019,3
B-26045,03-03-2019,Nidhi,Nagaland,Kohima,Mar,2019,3
B-26046,04-03-2019,Nishi,Maharashtra,Mumbai,Mar,2019,3
B-26047,04-03-2019,Ashmi,Madhya Pradesh,Indore,Mar,2019,3
B-26048,04-03-2019,Parth,Maharashtra,Pune,Mar,2019,3
B-26049,05-03-2019,Lisha,Madhya Pradesh,Bhopal,Mar,2019,3
B-26050,06-03-2019,Paridhi,Rajasthan,Jaipur,Mar,2019,3
B-26051,07-03-2019,Parishi,West Bengal,Kolkata,Mar,2019,3
B-26052,08-03-2019,Ajay,Karnataka,Bangalore,Mar,2019,3
B-26053,09-03-2019,Kirti,Jammu and Kashmir,Kashmir,Mar,2019,3
B-26054,10-03-2019,Mayank,Maharashtra,Mumbai,Mar,2019,3
B-26055,10-03-2019,Yaanvi,Madhya Pradesh,Indore,Mar,2019,3
B-26056,10-03-2019,Sonal,Bihar,Patna,Mar,2019,3
B-26057,10-03-2019,Sharda,Kerala ,Thiruvananthapuram,Mar,2019,3
B-26058,11-03-2019,Aditya,Punjab,Chandigarh,Mar,2019,3
B-26059,12-03-2019,Rachna,Haryana,Chandigarh,Mar,2019,3
B-26060,13-03-2019,Chirag,Maharashtra,Mumbai,Mar,2019,3
B-26061,14-03-2019,Anurag,Madhya Pradesh,Indore,Mar,2019,3
B-26062,15-03-2019,Tushina,Goa,Goa,Mar,2019,3
B-26063,15-03-2019,Farah,Nagaland,Kohima,Mar,2019,3
B-26064,16-03-2019,Ankita,Maharashtra,Mumbai,Mar,2019,3
B-26065,16-03-2019,Nida,Madhya Pradesh,Indore,Mar,2019,3
B-26066,16-03-2019,Priyanka,Maharashtra,Pune,Mar,2019,3
B-26067,16-03-2019,Tulika,Madhya Pradesh,Bhopal,Mar,2019,3
B-26068,16-03-2019,Shefali,Rajasthan,Jaipur,Mar,2019,3
B-26069,17-03-2019,Sanskriti,West Bengal,Kolkata,Mar,2019,3
B-26070,18-03-2019,Shruti,Karnataka,Bangalore,Mar,2019,3
B-26071,19-03-2019,Subhashree,Jammu and Kashmir,Kashmir,Mar,2019,3
B-26072,20-03-2019,Sweta,Maharashtra,Mumbai,Mar,2019,3
B-26073,21-03-2019,Pournamasi,Madhya Pradesh,Indore,Mar,2019,3
B-26074,21-03-2019,Bharat,Gujarat,Ahmedabad,Mar,2019,3
B-26075,21-03-2019,Pearl,Maharashtra,Pune,Mar,2019,3
B-26076,21-03-2019,Jahan,Madhya Pradesh,Bhopal,Mar,2019,3
B-26077,22-03-2019,Divsha,Rajasthan,Jaipur,Mar,2019,3
B-26078,22-03-2019,Kasheen,West Bengal,Kolkata,Mar,2019,3
B-26079,22-03-2019,Hazel,Karnataka,Bangalore,Mar,2019,3
B-26080,22-03-2019,Sonakshi,Jammu and Kashmir,Kashmir,Mar,2019,3
B-26081,22-03-2019,Aarushi,Tamil Nadu,Chennai,Mar,2019,3
B-26082,23-03-2019,Jitesh,Uttar Pradesh,Lucknow,Mar,2019,3
B-26083,24-03-2019,Yogesh,Bihar,Patna,Mar,2019,3
B-26084,25-03-2019,Anita,Kerala ,Thiruvananthapuram,Mar,2019,3
B-26085,26-03-2019,Shrichand,Punjab,Chandigarh,Mar,2019,3
B-26086,26-03-2019,Mukesh,Haryana,Chandigarh,Mar,2019,3
B-26087,26-03-2019,Vandana,Himachal Pradesh,Simla,Mar,2019,3
B-26088,26-03-2019,Bhavna,Sikkim,Gangtok,Mar,2019,3
B-26089,26-03-2019,Kanak,Goa,Goa,Mar,2019,3
B-26090,27-03-2019,Sagar,Nagaland,Kohima,Mar,2019,3
B-26091,27-03-2019,Manju,Andhra Pradesh,Hyderabad,Mar,2019,3
B-26092,27-03-2019,Ramesh,Gujarat,Ahmedabad,Mar,2019,3
B-26093,27-03-2019,Sarita,Maharashtra,Pune,Mar,2019,3
B-26094,27-03-2019,Deepak,Madhya Pradesh,Bhopal,Mar,2019,3
B-26095,28-03-2019,Monisha,Rajasthan,Jaipur,Mar,2019,3
B-26096,28-03-2019,Atharv,West Bengal,Kolkata,Mar,2019,3
B-26097,28-03-2019,Vini,Karnataka,Bangalore,Mar,2019,3
B-26098,29-03-2019,Pinky,Jammu and Kashmir,Kashmir,Mar,2019,3
B-26099,30-03-2019,Bhishm,Maharashtra,Mumbai,Mar,2019,3
B-26100,31-03-2019,Hitika,Madhya Pradesh,Indore,Mar,2019,3
